gpu num is: 6
model original data nums:10571
add 92 points, now there are 157733 points
add 84 points, now there are 157909 points
add 90 points, now there are 158083 points
add 87 points, now there are 158260 points
train 7600 steps, train loss: 17.330961227416992
add 92 points, now there are 158439 points
add 82 points, now there are 158613 points
add 68 points, now there are 158763 points
add 93 points, now there are 158924 points
add 89 points, now there are 159106 points
add 91 points, now there are 159286 points
add 94 points, now there are 159471 points
add 91 points, now there are 159656 points
add 81 points, now there are 159828 points
add 91 points, now there are 160000 points
add 94 points, now there are 160185 points
train 7700 steps, train loss: 17.19091033935547
add 91 points, now there are 160370 points
add 88 points, now there are 160549 points
add 77 points, now there are 160714 points
add 92 points, now there are 160883 points
add 93 points, now there are 161068 points
add 90 points, now there are 161251 points
add 90 points, now there are 161431 points
add 91 points, now there are 161612 points
add 84 points, now there are 161787 points
add 94 points, now there are 161965 points
add 91 points, now there are 162150 points
train 7800 steps, train loss: 17.055130004882812
add 93 points, now there are 162334 points
add 84 points, now there are 162511 points
add 71 points, now there are 162666 points
add 88 points, now there are 162825 points
add 88 points, now there are 163001 points
add 89 points, now there are 163178 points
add 93 points, now there are 163360 points
add 93 points, now there are 163546 points
add 88 points, now there are 163727 points
add 91 points, now there are 163906 points
add 89 points, now there are 164086 points
train 7900 steps, train loss: 16.92057228088379
add 92 points, now there are 164267 points
add 84 points, now there are 164443 points
add 75 points, now there are 164602 points
add 91 points, now there are 164768 points
add 91 points, now there are 164950 points
add 94 points, now there are 165135 points
add 94 points, now there are 165323 points
add 90 points, now there are 165507 points
add 84 points, now there are 165681 points
add 92 points, now there are 165857 points
add 94 points, now there are 166043 points
train 8000 steps, train loss: 16.789077758789062
add 93 points, now there are 166230 points
add 80 points, now there are 166403 points
add 72 points, now there are 166555 points
add 87 points, now there are 166714 points
add 94 points, now there are 166895 points
add 90 points, now there are 167079 points
add 94 points, now there are 167263 points
add 91 points, now there are 167448 points
add 89 points, now there are 167628 points
add 90 points, now there are 167807 points
add 93 points, now there are 167990 points
train 8100 steps, train loss: 16.655324935913086
add 94 points, now there are 168177 points
add 85 points, now there are 168356 points
add 70 points, now there are 168511 points
add 89 points, now there are 168670 points
add 92 points, now there are 168851 points
add 91 points, now there are 169034 points
add 95 points, now there are 169220 points
add 91 points, now there are 169406 points
add 87 points, now there are 169584 points
add 91 points, now there are 169762 points
add 90 points, now there are 169943 points
train 8200 steps, train loss: 16.52299690246582
add 83 points, now there are 170116 points
add 90 points, now there are 170289 points
add 83 points, now there are 170462 points
add 82 points, now there are 170627 points
add 90 points, now there are 170799 points
add 89 points, now there are 170978 points
add 94 points, now there are 171161 points
add 94 points, now there are 171349 points
add 90 points, now there are 171533 points
add 90 points, now there are 171713 points
add 94 points, now there are 171897 points
train 8300 steps, train loss: 16.3898983001709
add 91 points, now there are 172082 points
add 89 points, now there are 172262 points
add 81 points, now there are 172432 points
add 79 points, now there are 172592 points
add 94 points, now there are 172765 points
add 89 points, now there are 172948 points
add 93 points, now there are 173130 points
add 94 points, now there are 173317 points
add 94 points, now there are 173505 points
add 91 points, now there are 173690 points
add 92 points, now there are 173873 points
train 8400 steps, train loss: 16.258207321166992
add 88 points, now there are 174053 points
add 90 points, now there are 174231 points
add 75 points, now there are 174396 points
add 88 points, now there are 174559 points
add 93 points, now there are 174740 points
add 92 points, now there are 174925 points
add 93 points, now there are 175110 points
add 91 points, now there are 175294 points
add 91 points, now there are 175476 points
add 84 points, now there are 175651 points
add 92 points, now there are 175827 points
train 8500 steps, train loss: 16.12710189819336
add 91 points, now there are 176010 points
add 88 points, now there are 176189 points
add 69 points, now there are 176346 points
add 86 points, now there are 176501 points
add 90 points, now there are 176677 points
add 91 points, now there are 176858 points
add 91 points, now there are 177040 points
add 94 points, now there are 177225 points
add 83 points, now there are 177402 points
add 92 points, now there are 177577 points
add 93 points, now there are 177762 points
train 8600 steps, train loss: 15.995784759521484
add 87 points, now there are 177942 points
add 84 points, now there are 178113 points
add 69 points, now there are 178266 points
add 82 points, now there are 178417 points
add 88 points, now there are 178587 points
add 92 points, now there are 178767 points
add 92 points, now there are 178951 points
add 91 points, now there are 179134 points
add 93 points, now there are 179318 points
add 88 points, now there are 179499 points
add 92 points, now there are 179679 points
train 8700 steps, train loss: 15.86372184753418
add 92 points, now there are 179863 points
add 82 points, now there are 180037 points
add 76 points, now there are 180195 points
add 82 points, now there are 180353 points
add 89 points, now there are 180524 points
add 92 points, now there are 180705 points
add 81 points, now there are 180878 points
add 95 points, now there are 181054 points
add 89 points, now there are 181238 points
add 90 points, now there are 181417 points
add 92 points, now there are 181599 points
train 8800 steps, train loss: 15.73178482055664
add 91 points, now there are 181782 points
add 85 points, now there are 181958 points
add 76 points, now there are 182119 points
add 84 points, now there are 182279 points
add 89 points, now there are 182452 points
add 91 points, now there are 182632 points
add 85 points, now there are 182808 points
add 95 points, now there are 182988 points
add 89 points, now there are 183172 points
add 93 points, now there are 183354 points
add 92 points, now there are 183539 points
train 8900 steps, train loss: 15.59994125366211
add 87 points, now there are 183718 points
add 73 points, now there are 183878 points
add 72 points, now there are 184023 points
add 80 points, now there are 184175 points
add 87 points, now there are 184342 points
add 89 points, now there are 184518 points
add 91 points, now there are 184698 points
add 93 points, now there are 184882 points
add 91 points, now there are 185066 points
add 95 points, now there are 185252 points
add 92 points, now there are 185439 points
train 9000 steps, train loss: 15.469161033630371
add 89 points, now there are 185620 points
add 75 points, now there are 185784 points
add 72 points, now there are 185931 points
add 80 points, now there are 186083 points
add 92 points, now there are 186255 points
add 88 points, now there are 186435 points
add 87 points, now there are 186610 points
add 94 points, now there are 186791 points
add 89 points, now there are 186974 points
add 93 points, now there are 187156 points
add 93 points, now there are 187342 points
train 9100 steps, train loss: 15.340311050415039
add 88 points, now there are 187523 points
add 83 points, now there are 187694 points
add 73 points, now there are 187850 points
add 81 points, now there are 188004 points
add 92 points, now there are 188177 points
add 92 points, now there are 188361 points
add 88 points, now there are 188541 points
add 91 points, now there are 188720 points
add 87 points, now there are 188898 points
add 95 points, now there are 189080 points
add 95 points, now there are 189270 points
train 9200 steps, train loss: 15.21325969696045
add 91 points, now there are 189456 points
add 78 points, now there are 189625 points
add 76 points, now there are 189779 points
add 82 points, now there are 189937 points
add 92 points, now there are 190111 points
add 91 points, now there are 190294 points
add 93 points, now there are 190478 points
add 96 points, now there are 190667 points
add 93 points, now there are 190856 points
add 92 points, now there are 191041 points
add 92 points, now there are 191225 points
train 9300 steps, train loss: 15.087430953979492
add 82 points, now there are 191399 points
add 78 points, now there are 191559 points
add 79 points, now there are 191716 points
add 77 points, now there are 191872 points
add 89 points, now there are 192038 points
add 92 points, now there are 192219 points
add 94 points, now there are 192405 points
add 96 points, now there are 192595 points
add 91 points, now there are 192782 points
add 93 points, now there are 192966 points
add 91 points, now there are 193150 points
train 9400 steps, train loss: 14.967122077941895
add 86 points, now there are 193327 points
add 80 points, now there are 193493 points
add 77 points, now there are 193650 points
add 85 points, now there are 193812 points
add 85 points, now there are 193982 points
add 91 points, now there are 194158 points
add 91 points, now there are 194340 points
add 90 points, now there are 194521 points
add 91 points, now there are 194702 points
add 93 points, now there are 194886 points
add 86 points, now there are 195065 points
train 9500 steps, train loss: 14.848554611206055
add 87 points, now there are 195238 points
add 83 points, now there are 195408 points
add 74 points, now there are 195565 points
add 76 points, now there are 195715 points
add 86 points, now there are 195877 points
add 92 points, now there are 196055 points
add 92 points, now there are 196239 points
add 94 points, now there are 196425 points
add 95 points, now there are 196614 points
add 91 points, now there are 196800 points
add 91 points, now there are 196982 points
train 9600 steps, train loss: 14.732789039611816
add 90 points, now there are 197163 points
add 77 points, now there are 197330 points
add 69 points, now there are 197476 points
add 76 points, now there are 197621 points
add 84 points, now there are 197781 points
add 88 points, now there are 197953 points
add 91 points, now there are 198132 points
add 96 points, now there are 198319 points
add 92 points, now there are 198507 points
add 93 points, now there are 198692 points
add 92 points, now there are 198877 points
train 9700 steps, train loss: 14.618219375610352
add 89 points, now there are 199058 points
add 78 points, now there are 199225 points
add 66 points, now there are 199369 points
add 73 points, now there are 199508 points
add 90 points, now there are 199671 points
add 85 points, now there are 199846 points
add 91 points, now there are 200022 points
add 95 points, now there are 200208 points
add 93 points, now there are 200396 points
add 93 points, now there are 200582 points
add 89 points, now there are 200764 points
train 9800 steps, train loss: 14.506214141845703
add 89 points, now there are 200942 points
add 76 points, now there are 201107 points
add 69 points, now there are 201252 points
add 77 points, now there are 201398 points
add 92 points, now there are 201567 points
add 88 points, now there are 201747 points
add 93 points, now there are 201928 points
add 94 points, now there are 202115 points
add 90 points, now there are 202299 points
add 91 points, now there are 202480 points
add 94 points, now there are 202665 points
train 9900 steps, train loss: 14.395097732543945
add 90 points, now there are 202849 points
add 80 points, now there are 203019 points
add 70 points, now there are 203169 points
add 85 points, now there are 203324 points
add 90 points, now there are 203499 points
add 88 points, now there are 203677 points
add 95 points, now there are 203860 points
add 93 points, now there are 204048 points
add 89 points, now there are 204230 points
add 93 points, now there are 204412 points
add 96 points, now there are 204601 points
train 10000 steps, train loss: 14.286388397216797
add 89 points, now there are 204786 points
add 80 points, now there are 204955 points
add 68 points, now there are 205103 points
add 78 points, now there are 205249 points
add 90 points, now there are 205417 points
add 82 points, now there are 205589 points
add 93 points, now there are 205764 points
add 96 points, now there are 205953 points
add 92 points, now there are 206141 points
add 94 points, now there are 206327 points
add 91 points, now there are 206512 points
model last data nums:206603
